"budget","popularity","revenue","runtime","vote_average","vote_count","release_year","release_month","budget_adjust","revenue_adjust","weight","History","Action","Documentary","Drama","Crime","Fantasy","Science Fiction","Romance","Horror","Comedy","Thriller","Western","Adventure","Music","War","Family","Animation","Mystery","based on novel","not based on novel","United States","United Kingdom","France","Japan","Australia","Germany","Canada","Spain","India","Mexico","Ireland","Italy","South Korea","China","South Africa","Hong Kong","New Zealand","Norway","Thailand","Fiji","Bulgaria","Russia","Brazil","Iran"
"35000000","23.835055","93246388","109.0","6.0","436","2010","3","43493185.23681991","115873783.59852517","6.262598514415204","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"30000000","25.454549","68369434","104.0","5.5","523","2008","7","37756557.03822056","86046481.14972854","6.102583843197351","0","0","0","1","0","0","1","0","0","0","1","0","0","0","0","0","0","1","0","1","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"31000000","22.71592","27388767","96.0","5.9","437","2004","4","44468343.03864479","39288164.07617787","6.236600525938318","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","1","0","0","1","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"35000000","35.120736","50363790","123.0","7.0","823","2015","11","40013796.4787336","57578469.79879081","6.609914053616608","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"35000000","19.893646","82087155","106.0","5.6","961","2011","9","42162319.562192425","98885281.74460633","6.026813313481577","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"35000000","14.051852","19478106","76.0","5.2","235","2005","3","48560931.89964158","27024999.400000002","6.171787434091131","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","1","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"35000000","19.088655","25871834","85.0","4.9","379","2008","3","44049316.54459066","32561045.870145798","6.016467537882238","0","1","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"56000000","29.490057","19701164","109.0","5.7","593","2013","1","65137858.05964192","22915921.861459415","6.143958575723712","0","0","0","1","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"35000000","11.195593","19294901","97.0","5.1","167","2005","2","48560931.89964158","26770810.670609318","6.206538697650735","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"35000000","17.709888","31083599","91.0","6.2","832","2012","8","41307481.902837195","36685291.5190728","6.292517492503209","0","1","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"35000000","18.262017","51680201","87.0","5.4","647","2015","5","40013796.4787336","59083458.42268699","6.02924328740752","0","1","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"35000000","10.10364","29882645","132.0","6.5","159","2002","9","52717898.83268484","45010007.313229576","6.370340756802332","0","0","0","1","0","0","0","1","0","0","0","0","1","0","1","0","0","0","0","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"35000000","28.670477","46216641","118.0","5.7","1455","2013","1","40711161.2872762","53758089.311632626","6.002691579683166","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"31000000","16.736734","41512007","98.0","6.0","293","2004","9","44468343.03864479","59547424.75802012","6.286872326672071","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","1","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"35000000","13.668633","39340177","92.0","4.6","149","2010","4","43493185.23681991","48886560.157436624","6.167634703750317","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"27000000","9.904881","16519460","117.0","5.8","129","1983","7","73455722.89156628","44942550.965863466","6.302235350225375","0","1","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","1","1","1","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"35000000","9.789027","63215872","92.0","6.0","216","2007","10","45740612.12875347","82615219.47236933","6.301898972354894","1","1","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"35000000","10.73522","18317151","96.0","6.6","212","2007","12","45740612.12875347","23938219.97699453","6.38948941975559","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"35000000","6.727949","13678913","94.0","5.7","55","2001","8","53551383.3992095","20929277.55849803","6.3264258895047325","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"35000000","16.343317","27409889","105.0","7.0","322","2009","3","44206593.734414116","34619937.92366818","6.485908305432547","1","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"40000000","14.818718","12206028","101.0","5.3","220","2009","9","50521821.41075899","15416769.168768093","6.196602095903456","0","1","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","1","0","1","1","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"32000000","43.862456","54674226","139.0","6.5","987","2011","5","38548406.45686164","65862633.95507227","6.418246983204683","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"35000000","27.903999","17508518","110.0","5.5","555","2014","3","40061291.90321709","20040395.725449447","6.091924538066166","0","1","0","1","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"35000000","3.746806","11560806","102.0","4.8","91","2003","9","51543206.52173914","17025171.74902174","6.24876690658862","0","0","0","1","0","1","0","1","1","0","1","0","0","0","0","0","0","1","0","1","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"20500000","17.112498","10089373","102.0","5.6","294","2008","12","25800313.976117384","12697999.571812749","6.210718016383524","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"35000000","10.304172","12506188","83.0","4.9","135","2006","8","47043402.77777779","16809532.55138889","6.212592864911227","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","1","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"35000000","37.335721","61181942","123.0","6.9","1121","2015","9","40013796.4787336","69946336.43890524","6.611659574468082","0","0","0","1","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"35000000","16.782471","42064105","118.0","6.5","357","2006","9","47043402.77777779","56538246.685763896","6.386276529709307","0","0","0","1","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"35000000","3.503408","4651977","114.0","6.6","53","1992","2","67597647.8973628","8984648.664932288","6.363880251998236","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"35000000","9.07278","16838910","114.0","6.2","142","2002","11","52717898.83268484","25363198.680933855","6.338246052551357","0","0","0","0","1","0","0","1","0","0","1","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"35000000","20.27704","10496317","93.0","5.8","307","2006","1","47043402.77777779","14108070.52326389","6.244965720282956","0","1","0","0","1","0","0","0","0","1","0","1","0","0","0","0","0","0","0","1","1","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"34000000","131.815575","348319861","113.0","7.0","5371","2014","9","38916683.56312517","398689817.9202572","6.8777043757527085","0","1","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","1","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"35000000","16.832312","14431253","91.0","5.0","320","2015","3","40013796.4787336","16498549.156431818","6.078647706074774","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"34000000","9.133747","32255440","139.0","7.0","169","1993","9","63757647.058823526","60486204.68373703","6.430633513254881","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"35000000","24.606012","15304890","96.0","6.8","827","2006","9","47043402.77777779","20571260.135416668","6.531182839674048","0","0","0","1","0","0","1","1","0","0","0","0","1","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"35000000","16.830184","2106557","96.0","5.1","344","2012","5","41307481.902837195","2486187.575851286","6.083974649162513","0","1","0","1","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"41677699","39.58676","187479518","100.0","7.5","926","2008","7","52453547.31717626","235952703.8288366","6.840730040991603","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"34000000","41.946523","63013281","128.0","7.3","1064","2015","4","38870545.15076978","72040017.18260716","6.788175793512379","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"75000000","20.697556","19598588","109.0","5.4","254","1999","8","121985294.11764708","31876526.952941183","6.193230430611203","0","0","0","1","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"35000000","15.50957","27330000","141.0","6.5","224","2013","12","40711161.2872762","31789601.085178815","6.37604295626637","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"32000000","4.602185","40382659","195.0","7.1","67","1981","12","95390979.09790978","120379418.14334434","6.391742232673501","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"40000000","40.379966","243240178","138.0","7.1","877","1992","12","77254454.7398432","469784683.05531","6.660953303313793","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"50000000","12.601306","79958599","101.0","5.3","110","2001","3","76501976.284585","122339816.88893282","6.268908716540832","0","1","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"30000000","24.389194","173959438","98.0","5.6","506","2000","5","47207317.073170744","273738611.5845529","6.137154255319144","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"30000000","23.328823","64626786","89.0","4.8","469","2011","12","36139131.053307794","77851862.96026924","5.93092947728479","0","1","0","0","0","0","1","0","1","0","1","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0"
"33000000","29.775441","140470746","99.0","6.7","663","2012","7","38947054.365532205","165785508.52208683","6.473600150945067","0","0","0","1","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"33000000","19.642328","62022014","105.0","5.1","497","2006","8","44355208.333333336","83363616.73402779","5.997996281759962","0","1","0","0","1","0","0","0","1","0","1","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"33000000","35.099611","54700105","124.0","6.1","766","2004","4","47337268.39597671","78465259.14160933","6.2576195491889575","0","1","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"30000000","16.541791","27610873","118.0","6.6","238","2005","6","41623655.913978495","38308849.24121864","6.393157834692825","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"30000000","31.92695","40346186","94.0","6.3","799","2012","4","35406413.05957473","47617124.22981438","6.332923277818653","0","1","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"32350000","46.509071","572700000","135.0","7.9","4665","1983","5","88010838.35341366","1558077500.0000005","7.57244323185702","0","1","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"30000000","21.538222","22211426","108.0","5.8","363","2008","3","37756557.03822056","27954232.422307167","6.229555652048049","0","1","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","1","1","1","0","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"32000000","33.923786","113019290","124.0","7.2","813","2008","12","40273660.84076859","142240642.3101397","6.686691576856166","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"35000000","20.908494","24159934","98.0","5.3","394","2012","2","41307481.902837195","28513886.75653545","6.101936583350543","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"32000000","16.901954","173398518","97.0","6.4","987","2003","10","47125217.39130435","255357589.25250003","6.374204145185941","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","1","0","0","0","1","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"32000000","15.039407","152036382","123.0","6.2","323","1996","7","55264754.62077756","262570417.0206501","6.3223788772109675","0","0","0","1","0","1","1","1","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"32000000","14.642055","80197993","92.0","5.6","359","2006","6","43011111.11111111","107793899.61909723","6.186107556950834","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"32500000","17.107065","288383523","125.0","6.5","1661","2011","4","39150725.307750106","347397664.3770534","6.437149739060615","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"32000000","38.21708","126041322","107.0","6.3","2359","2013","6","37221633.176938236","146608245.3943861","6.318707857559284","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"29000000","14.993169","50041732","103.0","6.0","242","1999","9","47167647.05882353","81391405.28235295","6.2966520650813464","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"32000000","24.147269","48814909","129.0","7.0","544","2000","9","50354471.54471545","76814029.5686992","6.549383475729529","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"32000000","18.47242","69055695","107.0","6.0","394","2010","8","39765197.93080676","85812918.12263823","6.2692909522825815","0","1","0","1","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"35000000","18.84332","21819348","90.0","5.7","414","2013","4","40711161.2872762","25379742.73174878","6.191601612327155","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"32000000","15.901137","83615414","107.0","5.3","313","2011","2","38548406.45686164","100726280.15408623","6.143389591168918","0","1","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"32000000","59.19888","147332697","93.0","7.1","2699","2011","3","38548406.45686164","177482521.51067626","6.863316845272374","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","1","0","1","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"32000000","14.48851","36733909","120.0","6.7","374","1993","1","60007197.23183391","68884341.32685122","6.433410005750426","0","1","0","1","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"30000000","23.197408","77566815","101.0","6.3","1018","2007","2","39206238.96750297","101370102.82793646","6.329749775247224","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","1","1","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"33000000","10.651202","9494789","105.0","6.7","232","2013","10","38384809.21371756","11044111.039075883","6.407935053406256","0","0","0","1","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","1","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"35000000","10.032626","31755742","113.0","5.6","143","1979","12","130632920.11019288","118524151.64931133","6.276729770480812","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"32000000","34.628738","60740827","96.0","6.9","832","2005","9","44398566.30824372","84275176.09928316","6.5717121233756925","0","0","0","1","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","1","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"32000000","47.5612","85167639","87.0","6.2","1061","2005","8","44398566.30824372","118166283.35806452","6.28336565415192","0","1","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"32000000","16.473355","18552460","107.0","6.3","427","1995","2","56896587.92650919","32986614.738845147","6.340209095396606","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"28000000","6.201404","30016165","90.0","5.6","104","2004","4","40164955.00264691","43057068.44917946","6.296164572431293","0","1","0","0","0","0","0","1","0","1","1","0","0","0","0","0","0","0","0","1","0","1","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"32000000","25.799697","18409891","111.0","6.2","620","2010","3","39765197.93080676","22877279.984361816","6.302983718976359","0","1","0","0","1","0","1","0","0","0","1","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"70000000","4.822033","53587404","90.0","4.0","104","2007","2","91481224.25750694","70032018.89573748","6.173631435465166","0","1","0","1","0","1","1","0","1","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"30000000","26.9385","27437881","100.0","5.3","724","2013","3","34895281.1033796","31915085.679202605","5.968145343458896","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"32000000","5.347936","5914908","108.0","5.9","86","2006","12","43011111.11111111","7950211.4125000015","6.324769768180368","0","0","0","1","1","0","0","1","0","0","1","0","0","0","1","0","0","1","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"31500000","49.973462","89460381","153.0","8.0","2055","1979","8","117569628.09917358","333899165.8342976","7.3761835869935615","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"32000000","13.611544","42045846","102.0","6.0","262","2010","9","39765197.93080676","52248793.38619437","6.292738449447028","0","0","0","1","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"31500000","27.891012","14708696","113.0","5.7","557","2016","4","35563775.22322266","16606246.297482992","6.152783815219047","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"31000000","13.864975","128499205","161.0","7.0","279","1985","12","78067565.0557621","323600646.6435874","6.471488251377491","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"31000000","42.213765","161772375","138.0","6.5","2415","2012","11","36586626.82822722","190925984.36261404","6.450065818850284","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"34000000","29.887404","210308099","126.0","5.9","541","1979","6","126900550.96418734","784947459.8626723","6.217098322764175","0","1","0","0","0","0","1","0","0","0","1","0","1","0","0","0","0","0","0","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"30000000","74.417456","174600318","99.0","8.0","4519","2014","2","34338250.20275751","199848980.16550085","7.642437465678451","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","1","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"31000000","7.06762","24185781","101.0","6.4","131","2001","9","47431225.296442695","37005200.88972332","6.358261003149238","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"31000000","15.895661","53208180","103.0","6.2","433","1990","8","64269854.6289212","110312322.37643461","6.314399223095254","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"31000000","19.258041","68106245","118.0","7.0","462","2000","4","48780894.3089431","107170436.74593498","6.527850518276045","0","0","0","1","1","0","1","0","0","0","1","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"31000000","47.753598","104384188","99.0","6.2","1195","2015","7","35440791.16687833","119337361.54942475","6.2788042014543475","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"30250000","15.585138","115101622","105.0","6.4","302","1995","10","53785055.774278216","204652798.64396328","6.362848000875125","0","0","0","0","1","0","0","0","0","1","1","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"45000000","32.217425","306776732","113.0","6.9","677","2002","12","67780155.64202335","462074992.0513619","6.545360688431742","0","1","0","1","1","0","0","0","0","1","0","0","0","1","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"34200000","34.86859","234801895","93.0","6.1","875","1999","6","55625294.11764706","381898376.27941185","6.249549783636306","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"30000000","36.432598","287553595","108.0","6.0","1344","2001","8","45901185.77075099","439968366.1047431","6.170820434704271","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"30000000","73.640445","373554033","81.0","7.7","5269","1995","10","53340551.181102365","664185933.8714567","7.441222058770764","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","1","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"30000000","49.526736","350448145","116.0","6.8","1783","1994","6","54852226.72064778","640762036.779015","6.615802268476028","0","1","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"30000000","26.780961","196114570","104.0","7.0","1293","2012","2","35406413.05957473","231457115.7473628","6.681896933396818","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"31000000","6.487344","15134293","105.0","6.0","89","2010","1","38522535.495469056","18806817.396494478","6.330447869964032","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
